topic,url,index,ratings,total,snapshot
recreation,http://www.waff.com/Global/story.asp?S=11021897,396,"0,0,1,1,0",2,/static/snapshots/l/url396.jpg
health,http://diseases-viruses.suite101.com/article.cfm/h1n1_swine_flu_vaccine_side_effects_and_safety,397,"0,0,1,1,0",2,/static/snapshots/l/url397.jpg
health,http://www.indianexpress.com/news/h1n1-vaccine-data-shows-no-side-effects/517204/,398,"0,0,2,0,0",2,/static/snapshots/l/url398.jpg
health,http://search.japantimes.co.jp/cgi-bin/nn20091025a7.html,399,"0,0,1,1,0",2,/static/snapshots/l/url399.jpg
health,http://www.beachbody.com/product/fitness_programs/p90x.do?code=YAHOO_SEM_P90X,400,"0,1,1,0,0",2,/static/snapshots/l/url400.jpg
arts_entertainment,http://www.videofitness.com/reviews/horton-p90x.php,401,"0,0,2,0,0",2,/static/snapshots/l/url401.jpg
health,http://blog.extremefitnessresults.com/workout-guides/p90x/,402,"0,0,2,0,0",2,/static/snapshots/l/url402.jpg
health,http://www.betterbodyjournal.com/p90x/p90x-muscle-confusion,403,"0,0,1,1,0",2,/static/snapshots/l/url403.jpg
recreation,http://www.fitnessdestinations.com/,404,"0,0,2,0,0",2,/static/snapshots/l/url404.jpg
arts_entertainment,http://www.i-newswire.com/p90x-workout-program-used-by-celebrities/40561,405,"0,0,1,1,0",2,/static/snapshots/l/url405.jpg
sports,http://www.ehow.com/way_5333833_nutrition-guide-px-workout-system.html,406,"0,1,1,0,0",2,/static/snapshots/l/url406.jpg
arts_entertainment,http://www.weightloss-hq.biz/exercise-reviews/p90x-user-comments-and-tips.html,407,"0,0,2,0,0",2,/static/snapshots/l/url407.jpg
sports,http://www.justaguything.com/p90x-workout-program-will-get-you-ripped-in-90-days/,408,"0,0,2,0,0",2,/static/snapshots/l/url408.jpg
law_crime,http://www.getrippeddvd.com/,409,"0,1,1,0,0",2,/static/snapshots/l/url409.jpg
health,http://morningcupofjoe.com/2009/04/21/whats-the-deal-with-p90x/,410,"0,0,2,0,0",2,/static/snapshots/l/url410.jpg
sports,http://www.weight-loss-center.net/P90X-workout.html,411,"0,0,2,0,0",2,/static/snapshots/l/url411.jpg
arts_entertainment,http://www.wellsphere.com/exercise-article/how-does-p90x-work-part-3-of-12/20663,412,"0,0,2,0,0",2,/static/snapshots/l/url412.jpg
sports,http://www.healthynewage.com/body-building.htm,413,"0,0,2,0,0",2,/static/snapshots/l/url413.jpg
health,http://www.articlesbase.com/health-articles/p90x-112919.html,414,"0,0,2,0,0",2,/static/snapshots/l/url414.jpg
business,http://www.fool.com/personal-finance/credit/how-to-guide-reduce-your-debt.aspx,415,"0,0,1,1,0",2,/static/snapshots/l/url415.jpg
computer_internet,http://www.thedigeratilife.com/blog/index.php/2008/12/12/debt-elimination-tips-how-to-reduce-debt-dos-and-donts/,416,"0,1,1,0,0",2,/static/snapshots/l/url416.jpg
business,http://www.ehow.com/how_2291042_reduce-credit-card-debt.html,417,"0,1,1,0,0",2,/static/snapshots/l/url417.jpg
business,http://psychology.suite101.com/article.cfm/four-psychological-incentives-for-reducing-debt,418,"0,0,2,0,0",2,/static/snapshots/l/url418.jpg
business,http://www.reducedebtfaster.com/,419,"0,1,1,0,0",2,/static/snapshots/l/url419.jpg
computer_internet,http://ezinearticles.com/?Some-Ways-to-Reduce-Your-Personal-Debt&id=1223969,420,"0,0,1,1,0",2,/static/snapshots/l/url420.jpg
business,http://thesmarterwallet.com/2009/how-to-consolidate-debt-reduce-debt/,421,"0,0,1,1,0",2,/static/snapshots/l/url421.jpg
business,http://www.prlog.org/10692578-personal-debt-bailouts-how-to-negotiate-and-reduce-unsecured-debt-by-at-least-50.html,422,"0,1,1,0,0",2,/static/snapshots/l/url422.jpg
business,http://ezinearticles.com/?Excessive-Debt-Burden---How-to-Drastically-Reduce-and-Eliminate-Your-Debt-Burden&id=1549608,423,"0,1,1,0,0",2,/static/snapshots/l/url423.jpg
business,http://www.bcsalliance.com/y_managingyourdebts.html,424,"0,1,1,0,0",2,/static/snapshots/l/url424.jpg
business,http://www.thedigeratilife.com/blog/index.php/2008/04/18/eliminate-credit-card-debt-4-methods-ive-used-to-reduce-my-debt/,425,"0,1,1,0,0",2,/static/snapshots/l/url425.jpg
business,http://www.prlog.org/10590396-how-to-negotiate-with-creditors-and-reduce-your-unsecured-debt-personal-debt-help.html,426,"0,1,1,0,0",2,/static/snapshots/l/url426.jpg
culture_politics,http://www.buzzle.com/articles/personal-debt-reduction-practices.html,427,"0,1,1,0,0",2,/static/snapshots/l/url427.jpg
culture_politics,http://moneysmartlife.com/three-easy-ways-to-reduce-college-debt/,428,"0,1,1,0,0",2,/static/snapshots/l/url428.jpg
computer_internet,http://www.ideamarketers.com/?How_To_Reduce_Your_Debt_And_Get_Back_On_Your_Feet&articleid=331384,429,"0,1,1,0,0",2,/static/snapshots/l/url429.jpg
business,http://www.articlesbase.com/debt-consolidation-articles/help-reduce-my-debt-now-advice-on-how-to-reduce-debt-quickly-and-permanently-1224893.html,430,"0,0,2,0,0",2,/static/snapshots/l/url430.jpg
business,http://ezinearticles.com/?Is-it-a-Good-Time-to-Invest?&id=1599775,431,"0,0,2,0,0",2,/static/snapshots/l/url431.jpg
arts_entertainment,http://www.americanidol.com/contestants/season_8/adam_lambert/,432,"0,1,0,1,0",2,/static/snapshots/l/url432.jpg
arts_entertainment,http://today.msnbc.msn.com/id/37369368/ns/today-entertainment/,433,"0,1,0,0,1",2,/static/snapshots/l/url433.jpg
arts_entertainment,http://www.mtv.com/music/artist/lambert_adam_american_idol_/artist.jhtml,434,"0,1,0,1,0",2,/static/snapshots/l/url434.jpg
arts_entertainment,http://television.aol.com/celebs/adam-lambert/490158/main,435,"0,1,0,1,0",2,/static/snapshots/l/url435.jpg
arts_entertainment,http://www.accesshollywood.com/adam-lambert,436,"0,1,0,1,0",2,/static/snapshots/l/url436.jpg
recreation,http://adamlambert.com/,437,"0,2,0,0,0",2,/static/snapshots/l/url437.jpg
arts_entertainment,http://adamlambert.ning.com/,438,"0,1,1,0,0",2,/static/snapshots/l/url438.jpg
arts_entertainment,http://plus.adamofficial.com/,439,"0,1,0,1,0",2,/static/snapshots/l/url439.jpg
arts_entertainment,http://leisureblogs.chicagotribune.com/about-last-night/2010/06/sighting-adam-lambert-at-hydrate.html,440,"0,1,0,1,0",2,/static/snapshots/l/url440.jpg
health,http://www.ouchmedicalcenter.com/,441,"0,1,1,0,0",2,/static/snapshots/l/url441.jpg
computer_internet,http://www.daylife.com/topic/Floyd_Landis,442,"0,1,0,1,0",2,/static/snapshots/l/url442.jpg
science_technology,http://freefloydlandis.blogspot.com/,443,"1,1,0,0,0",2,/static/snapshots/l/url443.jpg
arts_entertainment,http://perezhilton.com/category/lady-gaga/,444,"0,1,1,0,0",2,/static/snapshots/l/url444.jpg
arts_entertainment,http://www.thehollywoodgossip.com/2009/08/lady-gaga-hermaphrodite-picture-sparks-rumors/,445,"0,1,1,0,0",2,/static/snapshots/l/url445.jpg
arts_entertainment,http://www.fanpop.com/spots/lady-gaga,446,"0,1,1,0,0",2,/static/snapshots/l/url446.jpg
recreation,http://www.facebook.com/michaeljackson,447,"0,1,1,0,0",2,/static/snapshots/l/url447.jpg
arts_entertainment,http://mog.com/music/Michael_Jackson,448,"0,1,1,0,0",2,/static/snapshots/l/url448.jpg
arts_entertainment,http://anomalies-unlimited.com/Jackson.html,449,"1,1,0,0,0",2,/static/snapshots/l/url449.jpg
arts_entertainment,http://www.thehollywoodgossip.com/categories/michael-jackson/,450,"0,1,1,0,0",2,/static/snapshots/l/url450.jpg
arts_entertainment,http://www.tmz.com/2009/06/25/michael-jackson-dies-death-dead-cardiac-arrest/,451,"0,1,0,1,0",2,/static/snapshots/l/url451.jpg
arts_entertainment,http://www.thehollywoodgossip.com/stars/nadya-suleman/,452,"0,1,0,1,0",2,/static/snapshots/l/url452.jpg
culture_politics,http://topics.cnn.com/topics/nadya_suleman,453,"0,1,0,1,0",2,/static/snapshots/l/url453.jpg
computer_internet,http://www.daylife.com/topic/Nadya_Suleman,454,"0,1,1,0,0",2,/static/snapshots/l/url454.jpg
arts_entertainment,http://www.answers.com/topic/nadya-suleman-1,455,"0,1,1,0,0",2,/static/snapshots/l/url455.jpg
arts_entertainment,http://www.hollyscoop.com/nadya-suleman/829.aspx,456,"0,1,1,0,0",2,/static/snapshots/l/url456.jpg
sports,http://www.chicagotribune.com/topic/social-issues/family/parent-child/nadya-suleman-PECLB0004513.topic,457,"0,1,0,1,0",2,/static/snapshots/l/url457.jpg
arts_entertainment,http://www.eonline.com/uberblog/celebs/c121555_Nadya_Suleman.html,458,"0,1,1,0,0",2,/static/snapshots/l/url458.jpg
arts_entertainment,http://www.celebrity-gossip.net/celebrities/category/C1273,459,"0,1,1,0,0",2,/static/snapshots/l/url459.jpg
arts_entertainment,http://www.hollywoodgrind.com/nadya-suleman-octuplet-mom-high-school-yearbook-picture/,460,"0,1,1,0,0",2,/static/snapshots/l/url460.jpg
arts_entertainment,http://content.usatoday.com/communities/entertainment/post/2010/01/nadya-suleman-shows-her-slim-bikini-bod/1,461,"0,1,0,1,0",2,/static/snapshots/l/url461.jpg
arts_entertainment,http://blog.zap2it.com/thedishrag/2009/02/nadya-sulemans.html,462,"0,1,1,0,0",2,/static/snapshots/l/url462.jpg
computer_internet,http://www.ideamarketers.com/?articleid=887149,463,"0,1,1,0,0",2,/static/snapshots/l/url463.jpg
business,http://raymondpronk.wordpress.com/2009/03/31/cap-and-trade-carbon-dioxide-tax-gores-and-obamas-revenge-on-the-american-people-let-them-freeze-and-sweet/,464,"0,2,0,0,0",2,/static/snapshots/l/url464.jpg
science_technology,http://topics.politico.com/index.cfm/topic/CapAndTrade,465,"0,1,0,1,0",2,/static/snapshots/l/url465.jpg
culture_politics,http://motherjones.com/kevin-drum/2009/04/cap-and-trade,466,"0,2,0,0,0",2,/static/snapshots/l/url466.jpg
business,http://www.energyandcapital.com/articles/cap-trade-carbon/821,467,"0,2,0,0,0",2,/static/snapshots/l/url467.jpg
business,http://burton.house.gov/pages/cap-and-trade,468,"0,2,0,0,0",2,/static/snapshots/l/url468.jpg
science_technology,http://www.sourcewatch.org/index.php?title=Climate_change,469,"0,1,1,0,0",2,/static/snapshots/l/url469.jpg
business,http://www.greenjobs.com/,470,"0,1,0,1,0",2,/static/snapshots/l/url470.jpg
science_technology,http://www.greenforall.org/green-collar-jobs,471,"0,1,1,0,0",2,/static/snapshots/l/url471.jpg
business,http://minnesota.greenjobs.net/,472,"0,2,0,0,0",2,/static/snapshots/l/url472.jpg
science_technology,http://www.heall.com/body/askthedoctor/nutrition/organicfoods.html,473,"0,1,1,0,0",2,/static/snapshots/l/url473.jpg
recreation,http://alwayseatorganic.com/,474,"0,1,1,0,0",2,/static/snapshots/l/url474.jpg
health,http://www.squidoo.com/CanEatingOrganicHelpYouLoseWeight,475,"0,2,0,0,0",2,/static/snapshots/l/url475.jpg
health,http://babyfit.sparkpeople.com/articles.asp?id=442,476,"0,1,1,0,0",2,/static/snapshots/l/url476.jpg
science_technology,http://www.renewable-energy-news.com/,477,"0,2,0,0,0",2,/static/snapshots/l/url477.jpg
health,http://www.atkinsdietfriends.com/,478,"0,1,1,0,0",2,/static/snapshots/l/url478.jpg
health,http://diet-promotions.com/,479,"0,2,0,0,0",2,/static/snapshots/l/url479.jpg
health,http://revealedtruth.wordpress.com/2009/08/11/h1n1-swine-flu-vaccine-side-effects-could-cause-death/,480,"0,2,0,0,0",2,/static/snapshots/l/url480.jpg
health,http://www.techbanyan.com/5888/risks-side-effects-h1n1-vaccine/,481,"0,1,1,0,0",2,/static/snapshots/l/url481.jpg
health,http://answers.yahoo.com/question/index?qid=20091017093234AAGCDg2,482,"0,2,0,0,0",2,/static/snapshots/l/url482.jpg
health,http://littlemountainhomeopathy.wordpress.com/2009/10/26/five-swine-flu-vaccine-deaths-and-over-190-h1n1-vaccine-side-effects-so-far/,483,"0,2,0,0,0",2,/static/snapshots/l/url483.jpg
health,http://answers.yahoo.com/question/index?qid=20091025211937AAAt2Vd,484,"0,1,1,0,0",2,/static/snapshots/l/url484.jpg
health,http://thevaccinesideeffects.com/archives/reports-of-severe-reactions-all-over-the-world-are-causing-many-health-experts-to-question-the-safety-of-the-h1n1-swine-flu-vaccine,485,"0,2,0,0,0",2,/static/snapshots/l/url485.jpg
sports,http://www.extremebodyworkout.com/,486,"0,2,0,0,0",2,/static/snapshots/l/url486.jpg
computer_internet,http://www.pressplayfitness.com/shop/p90xExtremeWorkout.html,487,"0,2,0,0,0",2,/static/snapshots/l/url487.jpg
arts_entertainment,http://www.omaha.com/article/20100111/LIVING/701119985,488,"0,2,0,0,0",2,/static/snapshots/l/url488.jpg
health,http://www.ultimatefitnessgear.com/meal-replacement-shake.html,489,"0,2,0,0,0",2,/static/snapshots/l/url489.jpg
recreation,http://www.scottcolvin.com/,490,"0,2,0,0,0",2,/static/snapshots/l/url490.jpg
business,http://www.wisegeek.com/how-can-i-reduce-credit-card-debt.htm,491,"0,2,0,0,0",2,/static/snapshots/l/url491.jpg
business,http://www.studykiosk.com/CreditBasics/DebtConsolidation/articles/How-To-Reduce-Your-Monthly-Expenses.aspx,492,"0,2,0,0,0",2,/static/snapshots/l/url492.jpg
business,http://www.howtodothings.com/finance-and-money/a4013-how-to-reduce-your-irs-tax-debt.html,493,"0,2,0,0,0",2,/static/snapshots/l/url493.jpg
business,http://www.metacafe.com/watch/3087820/reduce_personal_credit_card_by_using_government_grants/,494,"0,2,0,0,0",2,/static/snapshots/l/url494.jpg
business,http://www.5min.com/Video/Debt-Reduction-Tips---Evaluating-Personal-Debt-155907495,495,"0,2,0,0,0",2,/static/snapshots/l/url495.jpg
business,http://www.saylending.com/debt-personal-loan.html,496,"0,2,0,0,0",2,/static/snapshots/l/url496.jpg
business,http://www.personalfinanceanalyst.com/how-to-reduce-your-debt-significantly-without-tightening-your-belt/,497,"0,2,0,0,0",2,/static/snapshots/l/url497.jpg
business,http://wiki.answers.com/Q/Is_this_a_good_time_to_invest_in_the_stock_market,498,"0,2,0,0,0",2,/static/snapshots/l/url498.jpg
business,http://www.flipthyhouse.com/2009/01/04/is-now-a-good-time-to-invest-in-real-estate/,499,"0,2,0,0,0",2,/static/snapshots/l/url499.jpg
business,http://moneyfor20s.about.com/b/2009/01/22/now-is-a-good-time-to-invest.htm,500,"0,1,0,1,0",2,/static/snapshots/l/url500.jpg
business,http://www.rediff.com/getahead/2008/oct/09trans.htm,501,"0,1,1,0,0",2,/static/snapshots/l/url501.jpg
arts_entertainment,http://www.myspace.com/adamlambertmusic,502,"1,0,0,1,0",2,/static/snapshots/l/url502.jpg
recreation,http://adam-lambert.icerocket.com/,503,"1,0,1,0,0",2,/static/snapshots/l/url503.jpg
arts_entertainment,http://www.chicagotribune.com/topic/entertainment/music/adam-lambert-PECLB0040094486.topic,504,"1,0,0,1,0",2,/static/snapshots/l/url504.jpg
arts_entertainment,http://www.nydailynews.com/topics/Adam+Lambert,505,"1,0,0,1,0",2,/static/snapshots/l/url505.jpg
arts_entertainment,http://mog.com/music/Adam_Lambert,506,"1,0,0,1,0",2,/static/snapshots/l/url506.jpg
arts_entertainment,http://www.whosdatedwho.com/celebrities/people/dating/adam-lambert-2.htm,507,"1,0,1,0,0",2,/static/snapshots/l/url507.jpg
sports,http://www.topix.com/cycling/floyd-landis,508,"1,0,1,0,0",2,/static/snapshots/l/url508.jpg
computer_internet,http://twitter.com/floydlandis,509,"1,1,0,0,0",2,/static/snapshots/l/url509.jpg
culture_politics,http://readingeagle.com/section.aspx?id=129,510,"1,0,1,0,0",2,/static/snapshots/l/url510.jpg
sports,http://www.examiner.com/Topic-Floyd_Landis.html,511,"1,0,0,1,0",2,/static/snapshots/l/url511.jpg
sports,http://www.mcall.com/topic/sports/cycling/floyd-landis-PESPT008427.topic,512,"1,0,0,1,0",2,/static/snapshots/l/url512.jpg
sports,http://www.nydailynews.com/topics/Floyd+Landis,513,"1,0,0,1,0",2,/static/snapshots/l/url513.jpg
arts_entertainment,http://uncyclopedia.wikia.com/wiki/Lady_Gaga,514,"1,0,1,0,0",2,/static/snapshots/l/url514.jpg
arts_entertainment,http://www.chicagotribune.com/topic/entertainment/music/michael-jackson-PECLB002548.topic,515,"1,0,0,1,0",2,/static/snapshots/l/url515.jpg
culture_politics,http://www.whosdatedwho.com/celebrities/people/dating/nadya-suleman.htm,516,"1,0,1,0,0",2,/static/snapshots/l/url516.jpg
culture_politics,http://weeklyworldnews.com/headlines/6233/nadya-sulemans-website-hacked/,517,"2,0,0,0,0",2,/static/snapshots/l/url517.jpg
business,http://www.conservapedia.com/Cap_and_trade,518,"1,1,0,0,0",2,/static/snapshots/l/url518.jpg
business,http://www.greenbusiness.net/green-jobs.html,519,"1,1,0,0,0",2,/static/snapshots/l/url519.jpg
recreation,http://bestorganicfoodtoday.com/,520,"1,0,1,0,0",2,/static/snapshots/l/url520.jpg
business,http://dfwnetmall.com/energy/,521,"1,1,0,0,0",2,/static/snapshots/l/url521.jpg
health,http://www.livestrong.com/article/5802-need-ornish-diet-vs-atkins/,522,"2,0,0,0,0",2,/static/snapshots/l/url522.jpg
health,http://www.politicolnews.com/reactions-to-h1n1-vaccine/,523,"2,0,0,0,0",2,/static/snapshots/l/url523.jpg
sports,http://www.ultimatefitnessgear.com/chalean-extreme-workout-routine.html,524,"1,1,0,0,0",2,/static/snapshots/l/url524.jpg
computer_internet,http://www.rebuild.org/news-article/consolidate-debts-personal-loan/,525,"1,1,0,0,0",2,/static/snapshots/l/url525.jpg
business,http://www.reducedebt.net/,526,"2,0,0,0,0",2,/static/snapshots/l/url526.jpg
business,http://answers.yahoo.com/question/index?qid=20080523141713AAWKXFs,527,"2,0,0,0,0",2,/static/snapshots/l/url527.jpg
business,http://answers.yahoo.com/question/index?qid=20071115065946AAcKPC8,528,"2,0,0,0,0",2,/static/snapshots/l/url528.jpg
computer_internet,http://findarticles.com/p/articles/mi_m0JQR/is_9_11/ai_30028545/,529,"0,0,0,1,0",1,/static/snapshots/l/url529.jpg
business,http://www.thinkplaninvest.com/2009/12/is-it-good-time-to-invest-on-gold/,530,"0,1,0,0,0",1,/static/snapshots/l/url530.jpg
business,http://www.bestcashcow.com/bonds/article/bestcash_admin/is-now-a-good-time-to-invest-in-municipal-bonds,531,"0,1,0,0,0",1,/static/snapshots/l/url531.jpg
business,http://www.dailymarkets.com/contributor/2009/05/21/is-now-a-good-time-to-invest-in-real-estate/,532,"0,0,0,1,0",1,/static/snapshots/l/url532.jpg
business,http://blog.creditkarma.com/credit-karma/is-this-a-good-time-to-invest/,533,"0,1,0,0,0",1,/static/snapshots/l/url533.jpg
business,http://hubpages.com/hub/Is-this-a-good-time-to-buy-gold,534,"0,1,0,0,0",1,/static/snapshots/l/url534.jpg
business,http://in.answers.yahoo.com/question/index?qid=20080921210458AAJoGus,535,"1,0,0,0,0",1,/static/snapshots/l/url535.jpg
business,http://www.newsweek.com/2008/04/21/is-now-a-good-time-to-invest.html,536,"0,0,0,1,0",1,/static/snapshots/l/url536.jpg
business,http://www.lifestylesunlimited.com/is_this_a_good_time_to_invest_in_real_estate_,537,"0,1,0,0,0",1,/static/snapshots/l/url537.jpg
business,http://www.telegraph.co.uk/finance/personalfinance/investing/3067744/Is-now-a-good-time-to-invest-in-oil.html,538,"0,0,0,1,0",1,/static/snapshots/l/url538.jpg
business,http://www.trulia.com/blog/whitney_bufford/2009/02/is_it_really_a_good_time,539,"0,1,0,0,0",1,/static/snapshots/l/url539.jpg
business,http://activerain.com/blogsview/330407/Is-Now-a-Good,540,"0,1,0,0,0",1,/static/snapshots/l/url540.jpg
business,http://hubpages.com/hub/When-is-the-best-time-to-invest-in-real-estate,541,"0,0,1,0,0",1,/static/snapshots/l/url541.jpg
business,http://seekingalpha.com/article/153814-is-now-a-good-time-to-invest-in-insurance-companies,542,"0,0,0,0,1",1,/static/snapshots/l/url542.jpg
business,http://blog.mysquarefeet.com/2009/03/is-now-a-good-t.html,543,"0,1,0,0,0",1,/static/snapshots/l/url543.jpg
business,http://smeplus.mercerhole.co.uk/2008/02/articles/financial-services/is-it-a-good-time-to-invest/,544,"0,0,0,1,0",1,/static/snapshots/l/url544.jpg
business,http://www.pennyjobs.com/pp/public/Articles.aspx?aid=8,545,"0,1,0,0,0",1,/static/snapshots/l/url545.jpg
business,http://online.wsj.com/article/SB120891304962036781.html,546,"0,0,0,1,0",1,/static/snapshots/l/url546.jpg
business,http://ezinearticles.com/?Is-Now-a-Good-Time-to-Invest-in-Property?&id=2637643,547,"0,0,1,0,0",1,/static/snapshots/l/url547.jpg
business,http://www.rediff.com/money/2007/oct/22stocks.htm,548,"0,0,1,0,0",1,/static/snapshots/l/url548.jpg
culture_politics,http://www.sandypost.com/news/story.php?story_id=122766033237068300,549,"0,0,1,0,0",1,/static/snapshots/l/url549.jpg
business,http://hubpages.com/hub/Is-this-a-good-time-to-buy-gold,550,"0,1,0,0,0",1,/static/snapshots/l/url550.jpg
business,http://www.thinkplaninvest.com/2009/12/is-it-good-time-to-invest-on-gold/,551,"0,1,0,0,0",1,/static/snapshots/l/url551.jpg
business,http://en.wikipedia.org/wiki/Gold_as_an_investment,552,"0,0,1,0,0",1,/static/snapshots/l/url552.jpg
business,http://online.wsj.com/article/SB120891304962036781.html,553,"0,0,0,1,0",1,/static/snapshots/l/url553.jpg
business,http://ezinearticles.com/?Five-Good-Reasons-to-Invest-in-Gold&id=432800,554,"0,0,1,0,0",1,/static/snapshots/l/url554.jpg
business,http://www.usagold.com/cpm/goldhelp.html,555,"0,1,0,0,0",1,/static/snapshots/l/url555.jpg
business,http://answers.yahoo.com/question/index?qid=20080707114307AASrOEa,556,"1,0,0,0,0",1,/static/snapshots/l/url556.jpg
business,http://www.financialnut.com/is-gold-a-good-investment/,557,"0,1,0,0,0",1,/static/snapshots/l/url557.jpg
business,http://answers.yahoo.com/question/index?qid=20100314170203AAy0iUm,558,"1,0,0,0,0",1,/static/snapshots/l/url558.jpg
business,http://cashmoneylife.com/2008/10/21/increase-investment-contributions-ira-401k/,559,"0,0,0,1,0",1,/static/snapshots/l/url559.jpg
science_technology,http://www.articlesbase.com/finance-articles/is-it-a-good-time-to-buy-gold-1735399.html,560,"0,0,1,0,0",1,/static/snapshots/l/url560.jpg
business,http://www.ehow.com/how_4466413_invest-gold-futures.html,561,"0,1,0,0,0",1,/static/snapshots/l/url561.jpg
business,http://www.investmentu.com/2003/20031111.html,562,"0,0,0,1,0",1,/static/snapshots/l/url562.jpg
business,http://www.thinkplaninvest.com/2009/11/silver-is-good-investment-than-gold/,563,"0,1,0,0,0",1,/static/snapshots/l/url563.jpg
business,http://www.investmentu.com/2009/December/why-its-time-to-invest-in-silver.html,564,"0,0,0,1,0",1,/static/snapshots/l/url564.jpg
business,http://malaysia.answers.yahoo.com/question/index?qid=20100425112741AAzjBaV,565,"1,0,0,0,0",1,/static/snapshots/l/url565.jpg
business,http://today.masteryourmoney.com/2009/02/05/is-now-a-good-time-to-invest-in-gold.aspx,566,"0,1,0,0,0",1,/static/snapshots/l/url566.jpg
business,http://business.rediff.com/report/2010/apr/23/chat-transcript-is-this-a-good-time-to-invest-in-gold.htm,567,"0,1,0,0,0",1,/static/snapshots/l/url567.jpg
business,http://in.finance.yahoo.com/personal-finance/nri_basics/7/is-it-a-good-time-to-invest-in-real-estate/,568,"0,0,0,1,0",1,/static/snapshots/l/url568.jpg
business,http://dailyreckoning.com/the-5-best-ways-to-invest-in-gold/,569,"0,0,0,1,0",1,/static/snapshots/l/url569.jpg
computer_internet,http://forextrading-tips.com/32/is-it-a-good-time-to-invest-in-gold-why-or-why-not,570,"1,0,0,0,0",1,/static/snapshots/l/url570.jpg
business,http://www.gold-eagle.com/editorials_04/wallenwein022104.html,571,"0,1,0,0,0",1,/static/snapshots/l/url571.jpg
business,http://australian-investing.blogspot.com/2008/01/how-to-invest-in-gold.html,572,"0,1,0,0,0",1,/static/snapshots/l/url572.jpg
business,http://ezinearticles.com/?Is-Gold-a-Good-Investment?&id=1389358,573,"0,0,1,0,0",1,/static/snapshots/l/url573.jpg
business,http://www.msnbc.msn.com/id/7080775/ns/business-personal_finance/,574,"0,0,0,1,0",1,/static/snapshots/l/url574.jpg
business,http://www.financialsense.com/editorials/casey/2009/0622.html,575,"0,0,0,1,0",1,/static/snapshots/l/url575.jpg
business,http://www.rediff.com/getahead/2008/oct/09trans.htm,576,"0,0,1,0,0",1,/static/snapshots/l/url576.jpg
business,http://www.thestreet.com/story/10389829/how-to-invest-in-gold.html,577,"0,0,0,1,0",1,/static/snapshots/l/url577.jpg
business,http://personalmoneystore.com/moneyblog/2009/02/02/a-payday-loan-to-invest-in-gold/,578,"0,1,0,0,0",1,/static/snapshots/l/url578.jpg
business,http://www.eaglewing.com/why.html,579,"0,1,0,0,0",1,/static/snapshots/l/url579.jpg
computer_internet,http://findarticles.com/p/articles/mi_m0JQR/is_9_11/ai_30028545/,580,"0,0,0,1,0",1,/static/snapshots/l/url580.jpg
business,http://www.thestreet.com/story/10754683/1/is-it-time-to-invest-in-gold.html,581,"0,0,0,1,0",1,/static/snapshots/l/url581.jpg
business,http://in.answers.yahoo.com/question/index?qid=20080921210458AAJoGus,582,"1,0,0,0,0",1,/static/snapshots/l/url582.jpg
business,http://malaysia.answers.yahoo.com/question/index?qid=20100609044951AA4daDN,583,"1,0,0,0,0",1,/static/snapshots/l/url583.jpg
business,http://goldprice.org/buying-gold/2007/04/should-i-invest-in-gold-funds.html,584,"0,0,1,0,0",1,/static/snapshots/l/url584.jpg
business,http://www.fool.com/investing/dividends-income/2008/10/24/invest-without-the-stress.aspx,585,"0,0,0,1,0",1,/static/snapshots/l/url585.jpg
business,http://www.federalreserve.gov/pubs/refinancings/default.htm,586,"0,0,0,0,1",1,/static/snapshots/l/url586.jpg
business,http://www.mortgageloan.com/refinance-mortgage,587,"0,0,1,0,0",1,/static/snapshots/l/url587.jpg
business,http://en.wikipedia.org/wiki/Refinancing,588,"0,0,1,0,0",1,/static/snapshots/l/url588.jpg
business,http://www.refinancingright.com/,589,"0,1,0,0,0",1,/static/snapshots/l/url589.jpg
business,http://www.bankrate.com/calculators/mortgages/refinance-calculator.aspx,590,"0,0,0,1,0",1,/static/snapshots/l/url590.jpg
business,http://www.mortgagefit.com/refinance.html,591,"0,0,1,0,0",1,/static/snapshots/l/url591.jpg
business,http://www.mortgagerefinancing.com/,592,"0,0,1,0,0",1,/static/snapshots/l/url592.jpg
business,http://www.mortgage.com/,593,"0,0,0,0,1",1,/static/snapshots/l/url593.jpg
business,http://www.gmacmortgage.com/,594,"0,0,0,1,0",1,/static/snapshots/l/url594.jpg
business,http://www.zillow.com/refinance/,595,"0,0,0,1,0",1,/static/snapshots/l/url595.jpg
business,http://www.lendingtree.com/,596,"0,0,0,1,0",1,/static/snapshots/l/url596.jpg
business,http://www.bdnationwidemortgage.com/,597,"0,1,0,0,0",1,/static/snapshots/l/url597.jpg
business,http://www.nationwide.com/bank-refinancing-a-home.jsp,598,"0,0,0,1,0",1,/static/snapshots/l/url598.jpg
business,http://www.mortgageloan.com/,599,"0,0,1,0,0",1,/static/snapshots/l/url599.jpg
business,http://www.mortgage101.com/,600,"0,0,0,1,0",1,/static/snapshots/l/url600.jpg
business,http://www.mtgprofessor.com/refinancing.htm,601,"1,0,0,0,0",1,/static/snapshots/l/url601.jpg
business,http://www.refinancingright.com/dangers.htm,602,"0,1,0,0,0",1,/static/snapshots/l/url602.jpg
business,http://www.mortgage-calc.com/,603,"0,0,0,1,0",1,/static/snapshots/l/url603.jpg
business,http://www.bettermortgagerefinancing.com/,604,"0,1,0,0,0",1,/static/snapshots/l/url604.jpg
